company_name,service_category,certificate_number,found_website,email,phone,website_match_score,contact_score,final_confidence,status,notes
J MAIBI INTEGRATED SOLUTIONS LIMITED,Non Moveable Assets,NCEC/DA-C-5/9686,https://www.jmfl.com/who-we-are/group-companies,,,24.1,10.0,19.16,no_match,
J.C DIBON SUBSEA SOLUTION LIMITED,Services and Support,NCEC/SS-C-5/8562,https://www.dibonsubsea.com/contact,consulting@dibonsubsea.com,,71.14,60.0,67.24,review_needed,
J.Ifeanyi Limited,Procurement and Supplies,NCEC/PS-C-5/7678,https://www.jifeanyi.com/,victoria.ikechi@jifeanyi.com,+234 816 516 4559,94.0,98.0,95.4,auto_accept,
JAAGIO ENERGY NIGERIA LTD,Non Moveable Assets,NCEC/DA-C-5/8485,https://www.zoominfo.com/c/jaagio-energy-nigeria-ltd/539647431,,,74.29,0.0,48.29,review_needed,
JACIO ENVIRONMENTAL LIMITED,Consultancy Services,NCEC/CS-C-5/9144,https://jacioenviron.com/,enquiries@jacioenviron.com,+234-815-443-3600,88.75,98.0,91.99,auto_accept,
JAD CATERING SERVICES LIMITED,Non Moveable Assets,NCEC/DA-C-5/7729,https://www.jadgroup.org/en/Catering-and-General-Camp-Management-Services,,000-2005,78.18,25.0,59.57,review_needed,
JAD CONSTRUCTION LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7660,https://www.adexen.com/company/102848,,,80.83,10.0,56.04,auto_accept,
JADO GLOBAL LIMITED,Procurement and Supplies,NCEC/PS-C-5/8307,https://ngads.com.ng/item/jado-global-limited-11656.html,,,77.5,0.0,50.38,review_needed,
JAHCON INTERNATIONAL LIMITED,Construction and Movable Equipment,NCEC/EC-C-4/8991,https://1350-ng.all.biz/,,+234 (84) 57-21-42,80.95,45.0,68.37,auto_accept,
JAHCON INTERNATIONAL LIMITED,Consultancy Services,NCEC/CS-C-5/8667,https://1350-ng.all.biz/,,+234 (84) 57-21-42,84.29,45.0,70.54,auto_accept,
JAHCON INTERNATIONAL LIMITED,Services and Support,NCEC/SS-C-5/8614,https://1350-ng.all.biz/,,+234 (84) 57-21-42,84.29,45.0,70.54,auto_accept,
JAHCON INTERNATIONAL LIMITED,Fabrication and Construction,NCEC/FC-C-5/5815,https://1350-ng.all.biz/,,+234 (84) 57-21-42,84.29,45.0,70.54,auto_accept,
JAHCON INTERNATIONAL LIMITED,Procurement and Supplies,NCEC/PS-C-5/8666,https://1350-ng.all.biz/,,+234 (84) 57-21-42,79.29,45.0,67.29,review_needed,
JAIRO INTEGRATED COMPANY LIMITED,Procurement and Supplies,NCEC/PS-C-5/7278,https://www.jairointegrated.com/About,,,79.0,0.0,51.35,review_needed,
JAMAX INTERNATIONAL SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8941,https://jamaxenergy.com/,info@jamaxenergy.com,+234) 805-904-6008,34.24,98.0,56.56,no_match,
JAMES FISHER NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/7575,https://www.james-fisher.com/group-companies/james-fisher-nigeria/,,,85.0,0.0,55.25,auto_accept,
JANSEN WOY INTERNATIONAL LIMITED,Procurement and Supplies,NCEC/PS-C-5/8211,https://panjiva.com/sitemap/supplier_country_detail/Nigeria/159/2,,2347089585838,43.22,35.0,40.34,no_match,
JAPHRAIM NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/8203,https://japhraim.com/about/,info@japhraim.com,+234 (0) 8059867028,95.0,78.0,89.05,auto_accept,
JAPHRAIM NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/8379,https://japhraim.com/about/,info@japhraim.com,+234 (0) 8059867028,95.0,78.0,89.05,auto_accept,
JAPHRAIM NIGERIA LIMITED,Manufacturing and Related Services,NCEC/MS-C-5/6979,https://japhraim.com/about/,info@japhraim.com,+234 (0) 8059867028,93.33,78.0,87.96,auto_accept,
JASPER CAPITAL SERVICE LTD,Procurement and Supplies,NCEC/PS-C-5/9673,https://jaspercil.com/,,,44.85,0.0,29.15,no_match,
JASPER MULTIPLE CREST LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7296,http://www.multiplecrest.com/,info@multiplecrest.com,+234 805 071 7212,90.51,98.0,93.13,auto_accept,
JAY-PP ENG SERVICES LTD,Construction and Movable Equipment,NCEC/EC-C-5/7604,https://jaypp.com.ng/,jayppengr@gmail.com,+234 813 754 8162,61.17,68.0,63.56,review_needed,
JAY-PP ENG SERVICES LTD,Consultancy Services,NCEC/CS-C-5/9031,https://jaypp.com.ng/,jayppengr@gmail.com,+234 813 754 8162,59.5,68.0,62.48,no_match,
JBV LOGISTICS LIMITED,Non Moveable Assets,NCEC/DA-C-5/7187,https://www.gtran.net/com/jbvlogistics/,,010-2050,76.0,45.0,65.15,review_needed,
JC INTERNATIONAL LIMITED,Consultancy Services,NCEC/CS-C-5/9317,https://jcinternationalng.com/,service@jcinternationalng.com,+234 805 659 9659,89.52,98.0,92.49,auto_accept,
JC INTERNATIONAL LIMITED,Non Moveable Assets,NCEC/DA-C-5/9449,https://jcinternationalng.com/,service@jcinternationalng.com,+234 805 659 9659,84.52,98.0,89.24,auto_accept,
JC INTERNATIONAL LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/9267,https://jcinternationalng.com/,service@jcinternationalng.com,+234 805 659 9659,92.02,98.0,94.11,auto_accept,
JC INTERNATIONAL LIMITED,Services and Support,NCEC/SS-C-5/7764,https://jcinternationalng.com/,service@jcinternationalng.com,+234 805 659 9659,89.52,98.0,92.49,auto_accept,
JC'KANZ INTEGRATED SERVICES LTD,Consultancy Services,NCEC/CS-C-5/7624,https://jckanz.com/,hr@jckanz.com,,92.5,50.0,77.62,auto_accept,
JC'KANZ INTEGRATED SERVICES LTD,Fabrication and Construction,NCEC/FC-C-5/4859,https://jckanz.com/,hr@jckanz.com,,87.5,50.0,74.38,auto_accept,
JEDIMAT VENTURE LIMITED,Consultancy Services,NCEC/CS-C-5/9498,https://www.jedimat.com/,,,90.0,0.0,58.5,auto_accept,
JEF TECH LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/7864,https://www.jeftechltd.com/who-we-are.html,materials@jeftechltd.com,+234(0)7051580985,94.0,97.0,95.05,auto_accept,
JEFTONI NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8909,https://www.jeftoni.net/,info@jeftoni.net,08033102434,91.67,98.0,93.89,auto_accept,
JEFTONI NIGERIA LIMITED,Services and Support,NCEC/SS-C-5/7843,https://www.jeftoni.net/,info@jeftoni.net,08033102434,95.0,98.0,96.05,auto_accept,
JEGZ OIL AND GAS LIMITED,Non Moveable Assets,NCEC/DA-C-5/9252,https://jegzoil.com/,info@jegzoil.com,0802 330 7582 0703 918 1704,82.86,98.0,88.16,auto_accept,
JEL ENERGY LIMITED,Fabrication and Construction,NCEC/FC-C-5/7249,https://www.joulesenergy.com/contact/,,,44.17,0.0,28.71,no_match,
JEME TECHNOLOGIES NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/7891,https://www.jemetechnologies.com,info@jemetechnologies.com,+2348023082762,89.06,97.0,91.84,auto_accept,
JEMIMAH NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/4911,https://jemimahlimited.com/,info@jemimahlimited.com,+234 (0) 907 467 1687,85.0,98.0,89.55,auto_accept,
JEMMTEK RESOURCES LIMITED,Services and Support,NCEC/SS-C-5/8116,https://jemmtek.com/about-us/,,+234 906 000 9696,100.0,35.0,77.25,auto_accept,
JEMTECH GLOBAL ENGINEERING SERVICES COMPANY LTD,Consultancy Services,NCEC/CS-C-5/7691,https://www.zoominfo.com/c/jemtech-global-engineering-services-company-ltd/369169962,,,70.45,0.0,45.79,review_needed,
JEMTECH GLOBAL ENGINEERING SERVICES COMPANY LTD,Fabrication and Construction,NCEC/FC-C-4/9401,https://www.zoominfo.com/c/jemtech-global-engineering-services-company-ltd/369169962,,,75.45,0.0,49.04,review_needed,
JERUKENO RESOURCE LIMITED,Services and Support,NCEC/SS-C-5/7571,http://jerukeno.com/about.html,info@jerukeno.com,+234 703-4853-455,95.0,97.0,95.7,auto_accept,
Jeruzeth International Engineering Company Limited,Consultancy Services,NCEC/CS-C-5/9312,https://www.adexen.com/company/256115,,,82.5,10.0,57.12,auto_accept,
JETENSE CONSULTANTS LIMITED,Consultancy Services,NCEC/CS-C-5/7868,https://www.jetenseconsultantslimited.com,info@jetenseconsultantslimited.com,+234 8124092845,94.59,98.0,95.78,auto_accept,
JEVI AUSTIN INTERNATIONAL COMPANY LIMITED,Consultancy Services,NCEC/CS-C-5/7943,https://jeviaustin.com/about-us/,info@jeviaustin.com,+234 815 713 7861 (,93.5,97.0,94.72,auto_accept,
JEVI AUSTIN INTERNATIONAL COMPANY LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/7914,https://jeviaustin.com/about-us/,info@jeviaustin.com,+234 815 713 7861 (,96.0,97.0,96.35,auto_accept,
JEVIN ENERGY LIMITED,Procurement and Supplies,NCEC/PS-C-5/8260,https://jevinenergyltd.com/,info@jevinenergyltd.com,+234 903 906 4607,89.35,98.0,92.38,auto_accept,
JEYSHAWN ENGINEERING LIMITED,Procurement and Supplies,NCEC/PS-C-5/8318,https://jeyshawnng.com/,,,73.33,0.0,47.66,review_needed,
JG OILFIELD SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8963,https://www.jgoilfieldservices.com/about.html,triishas@yahoo.com,+234-803 423 2456,71.79,77.0,73.61,review_needed,
JIGO EQUIPMENT SERVICES NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/6938,https://www.gz-supplies.com/,sales@gz-supplies.com,+2349055793558,44.97,98.0,63.53,no_match,
JIMCO GLOBAL CONCEPTS LIMITED.,Fabrication and Construction,NCEC/FC-C-5/9249,https://www.jimcoglobal.com/home.php,info@jimcoglobal.com,07033144778,61.14,76.0,66.34,review_needed,
JIREH TECHNOLOGIES LIMITED,Consultancy Services,NCEC/CS-C-5/8914,https://jirehtechng.com/,jireh_technologies@yahoo.co.uk,234-(0)-91-543-004-83,88.64,76.0,84.22,auto_accept,
JIREH TECHNOLOGIES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9296,https://jirehtechng.com/,jireh_technologies@yahoo.co.uk,234-(0)-91-543-004-83,88.64,76.0,84.22,auto_accept,
JITE PROJEKTS LIMITED,Construction and Movable Equipment,NCEC/EC-C-4/7637,https://jiteprojekts.com/about-us/,info@jiteprojekts.com,01 -2914318,92.08,87.0,90.3,auto_accept,
JO-TIJAHN SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9559,http://jotijahnservices.com/,,,79.12,0.0,51.43,review_needed,
JOC AND JOC LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/9632,https://jjlltd.com/,info@jjlltd.com,+234 903 374 0109,61.79,98.0,74.46,review_needed,
JOC AND JOC LIMITED,Consultancy Services,NCEC/CS-C-5/8310,https://jocamng.com/,info@jocamng.com,+234 803 309 2163,38.54,77.0,52.0,no_match,
JOC AND JOC LIMITED,Fabrication and Construction,NCEC/FC-C-5/4681,https://jocamng.com/,info@jocamng.com,+234 803 309 2163,38.54,77.0,52.0,no_match,
JOCAM NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/9049,https://jocamng.com/,info@jocamng.com,+234 803 309 2163,90.0,77.0,85.45,auto_accept,
JOCARO NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8854,https://jocaro.com/,,,85.0,0.0,55.25,auto_accept,
JOE ASI DOS LIMITED,Fabrication and Construction,NCEC/FC-C-5/5429,https://joeasidos.com/about-us/,info@joeasidos.com,+234 803 342 6197,91.67,96.0,93.19,auto_accept,
JOE ASI DOS LIMITED,Non Moveable Assets,NCEC/DA-C-5/8100,https://joeasidos.com/about-us/,info@joeasidos.com,+234 803 342 6197,86.67,96.0,89.94,auto_accept,
JOE ASI DOS LIMITED,Procurement and Supplies,NCEC/PS-C-5/7811,https://joeasidos.com/about-us/,info@joeasidos.com,+234 803 342 6197,91.67,96.0,93.19,auto_accept,
JOENY HOLDINGS LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8879,https://www.joenyholdings.com/,info@joenyholdings.com,08039444131,87.18,88.0,87.47,auto_accept,
JOENY HOLDINGS LIMITED,Fabrication and Construction,NCEC/FC-C-5/9344,https://www.joenyholdings.com/,info@joenyholdings.com,08039444131,93.85,88.0,91.8,auto_accept,
JOENY HOLDINGS LIMITED,Services and Support,NCEC/SS-C-5/8990,https://www.joenyholdings.com/,info@joenyholdings.com,08039444131,88.85,88.0,88.55,auto_accept,
JOENY INTEGRITY NIGERIA LIMITED,Services and Support,NCEC/SS-C-3/8557,https://www.joenyholdings.com/corporate-profile/about-us/,info@joenyholdings.com,08039444131,67.5,86.0,73.97,review_needed,
JOHAAT CHEMICALS AND MULTI-GLOBAL SERVICES LTD,Quality Control Inspection and Testing,NCEC/QS-C-5/8731,https://www.indiamart.com/johnson-matthey-chemicals/aboutus.html,,,20.47,0.0,13.31,no_match,
JOHAN INTEGRATED SERVICES NIGERIA LTD,Procurement and Supplies,NCEC/PS-C-5/9590,https://www.johanintegratedservices.com/,info@johanintegratedservices.com,+234)81 3779 5169 (,89.52,98.0,92.49,auto_accept,
JOHN HOLT PLC,Procurement and Supplies,NCEC/PS-C-4/8325,https://jhplc.com/,,0700 5646 4658) 11,77.5,35.0,62.62,review_needed,
"JOHSUN SEAL SERVICING
W.A. LTD",Procurement and Supplies,NCEC/PS-C-5/7933,https://johsunseal.com/about/,info@johsunseal.com,+234 (0) 802 7590 444,76.0,87.0,79.85,review_needed,
JOLOTEX NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/4897,https://jolotexnig.com/,,,85.0,0.0,55.25,auto_accept,
JOMASON RESOURCES LTD,Non Moveable Assets,NCEC/DA-C-5/9512,https://www.zoominfo.com/c/jomason-resources-ltd/1333799214,,,76.43,0.0,49.68,review_needed,
JONESTECH TECHNICAL SERVICE LIMITED,Procurement and Supplies,NCEC/PS-C-5/7424,http://jonestechltd.com/,info@jonestechltd.com,+234 705 264 4119,50.54,98.0,67.15,no_match,
JOQUE INTEGRATED SERVICES LIMITED,Consultancy Services,NCEC/CS-C-5/8228,https://joque.com.ng/about-joque/,info@joque.com.ng,08037075758,77.5,87.0,80.83,review_needed,
JOQUE INTEGRATED SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/7710,https://joque.com.ng/about-joque/,info@joque.com.ng,08037075758,72.5,87.0,77.58,review_needed,
JOSHROB INTEGRATED SERVICES LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8080,https://joshrobintegrated.com/services/greenfield-tower-construction/,,,77.45,0.0,50.34,review_needed,
JOULES ENERGY LIMITED,Procurement and Supplies,NCEC/PS-C-5/9274,https://www.joulesenergy.com/,,,73.75,0.0,47.94,review_needed,
JOULES ENERGY LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/9446,https://www.joulesenergy.com/,,,73.75,0.0,47.94,review_needed,
JOVATEC INTEGRATED SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9463,,,,0.0,0.0,0.0,no_match,
JOVEC INTEGRATED OIL SERVICES LIMITED,Fabrication and Construction,NCEC/FC-C-5/4263,https://www.jovecfm.com/,info@jovecfm.com,,32.41,50.0,38.57,no_match,
JREB LOGISTICS LIMITED,Procurement and Supplies,NCEC/PS-C-5/8125,https://jreblogisticsltd.com/index.php,,,84.44,0.0,54.89,auto_accept,
JUDI INTERNATIONAL SERVICES NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/7283,https://www.manpower.com.ng/company/198612/judi-international-services-nigeria-limited,,,75.62,0.0,49.15,review_needed,
JUESCO NIGERIA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7712,https://juesco.com/services/,info@juesco.com,+234 (809) 237 6789,91.67,98.0,93.89,auto_accept,
JUESCO NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/6133,https://juesco.com/services/,info@juesco.com,+234 (809) 237 6789,90.0,98.0,92.8,auto_accept,
JUESCO NIGERIA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8374,https://juesco.com/services/,info@juesco.com,+234 (809) 237 6789,90.0,98.0,92.8,auto_accept,
JUESCO NIGERIA LIMITED,Services and Support,NCEC/SS-C-5/9340,https://juesco.com/services/,info@juesco.com,+234 (809) 237 6789,95.0,98.0,96.05,auto_accept,
JUGAMO INDUSTRIAL INVESTMENT LTD,Procurement and Supplies,NCEC/PS-C-5/8466,https://africa2trust.com/B2B/Contact/nigeria/tech-gaming/i-t-services/juggernaut-industries-limited-ng/ContactUs/1/6/76675/3?l=1&c=6&glx=0&sid=76675&CatID=3,,+234 7052 4401 33,31.78,35.0,32.91,no_match,
JUKIAD ASSOCIATES NIGERIA LIMITED,Services and Support,NCEC/SS-C-5/7916,https://www.zoominfo.com/c/jekaad-technical-services-nigeria-limited/368275784,,,22.36,0.0,14.53,no_match,
JULINAT TECHNICAL SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9631,https://www.julinattech.com/,info@julinattech.com,0 367 56919,88.64,98.0,91.92,auto_accept,
JULINAT TECHNICAL SERVICES LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/7862,https://www.julinattech.com/,info@julinattech.com,0 367 56919,93.64,98.0,95.17,auto_accept,
JULIUS BERGER NIGERIA PLC,Construction and Movable Equipment,NCEC/EC-C-1/7663,https://www.julius-berger.com/,,026,91.67,45.0,75.34,auto_accept,
JUMAT INDUSTRIES AND TECHNOLOGIES MULTINATIONAL LIMITED,Procurement and Supplies,NCEC/PS-C-5/7205,https://digitalmarketingdeal.com/blog/multinational-companies-in-nigeria/,contact@digitalmarketingdeal.com,+23419042702,48.38,88.0,62.25,no_match,
JUSTE ENERGIE TOOLS LIMITED,Procurement and Supplies,NCEC/PS-C-5/9422,https://justeenergietools.com/,sales@justeenergietools.com,,83.24,60.0,75.11,auto_accept,
Justin Obot Nigeria Limited,Non Moveable Assets,NCEC/DA-C-5/8057,https://rocketreach.co/fix25-nigeria-limited-it-department_b784647fc25016b8,,,25.28,0.0,16.43,no_match,
JUVEK CONCEPTS LIMITED,Non Moveable Assets,NCEC/DA-C-5/7717,https://scanx.trade/stock-market-news/companies/brand-concepts-limited-opens-new-juicy-couture-store-at-lake-shore-y-junction-hyderabad/37723199,,00 24589,23.05,35.0,27.23,no_match,
KABELMETAL NIGERIA PLC,Manufacturing and Related Services,NCEC/MS-C-4/7527,https://kabelmetal-nocaco.com/kabelmetal/,info.lagos@kabelmetal-nocaco.com,+234 7098700947 28,91.67,98.0,93.89,auto_accept,
KACHY PETROLEUM AND GAS LIMITED,Non Moveable Assets,NCEC/DA-C-5/7799,https://lavitagroups.com/kachy-petroleum-and-gas/,,,75.22,0.0,48.89,review_needed,
KACRIS EVENLINK NETWORKS LTD,Non Moveable Assets,NCEC/DA-C-5/8199,http://evenlink.com/,help@evenlink.com,,25.0,60.0,37.25,no_match,
KADE ENERGY SERVICES LIMITED,Non Moveable Assets,NCEC/DA-C-5/7588,https://kadenergy.com/,support@kadenergy.com,+234 812 345 6789,64.5,98.0,76.22,review_needed,
KAGRA INTEGRATED SERVICES LTD,Consultancy Services,NCEC/CS-C-5/9342,https://kagra.com.ng/company/about-us/,,,90.0,0.0,58.5,auto_accept,
KAITA INTEGRATED SERVICES LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7539,https://kaitagroup.com/en/about/,,,24.52,0.0,15.94,no_match,
KAIZEN GLOBAL ENGINEERING SOLUTIONS LTD,Procurement and Supplies,NCEC/PS-C-5/9304,https://kaizengloballimited.com/about-us/,info@kaizengloballimited.com,+2348080390395,91.47,97.0,93.41,auto_accept,
KALAORA LIMITED,Procurement and Supplies,NCEC/PS-C-5/8382,https://kala-ora.com/,info@kala-ora.com,076920756,87.86,98.0,91.41,auto_accept,
KAMAX INTERNATIONAL CORPORATE LTD,Procurement and Supplies,NCEC/PS-C-5/9251,https://kamaxinternational.com/,,,89.17,10.0,61.46,auto_accept,
KAMEVINA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8751,https://www.kamevina.com/,,+234 811 670 5957,88.33,35.0,69.66,auto_accept,
KAMHARIS ENERGY LIMITED,Fabrication and Construction,NCEC/FC-C-5/6479,https://www.kamharisenergy.com/,info@kamharisenergy.com,+234) 909 070 4418 (,93.93,98.0,95.35,auto_accept,
KAPITON ENERGY COMPANY LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8958,https://rocketreach.co/augustine-agboiyi-email_75681148,,,74.62,0.0,48.5,review_needed,
KAPOLY WORLDWIDE SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8050,https://coloplusws.com/,info@coloplusws.com,+234) 7037187552,34.4,98.0,56.66,no_match,
KARAMAT LIMITED,Consultancy Services,NCEC/CS-C-5/7629,http://www.karamatlimited.com/about.html,,053 827688,95.0,45.0,77.5,auto_accept,
KARIDAV INTEGRATED SERVICES LIMITED,Consultancy Services,NCEC/CS-C-5/7605,https://karidav.com/,info@karidav.com,+234-8034104794,95.0,98.0,96.05,auto_accept,
KARIDAV INTEGRATED SERVICES LIMITED,Non Moveable Assets,NCEC/DA-C-5/7606,https://karidav.com/,info@karidav.com,+234-8034104794,85.0,98.0,89.55,auto_accept,
KARMOD NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/8653,https://karmod.com.ng/en/about-us/,sales@karmod.com.ng,+234700-111-1112,90.0,87.0,88.95,auto_accept,
KARSTO GLOBAL RESOURCES LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/8997,https://www.zoominfo.com/c/karsto-global-resources-ltd/358521584,,,77.08,0.0,50.1,review_needed,
KARSTO GLOBAL RESOURCES LIMITED,Fabrication and Construction,NCEC/FC-C-5/5875,https://www.zoominfo.com/c/karsto-global-resources-ltd/358521584,,,78.75,0.0,51.19,review_needed,
KARUSKEME ENERGIES INTERNATIONAL LIMITED,Non Moveable Assets,NCEC/DA-C-5/7548,https://keyfactsenergy.com/directory/list/?country_id=50&industrial_sector=3,info@keyfactsenergy.com,0)7590 442 868,41.3,98.0,61.14,no_match,
KASAL ENGINEERING SERVICES LIMITED,Fabrication and Construction,NCEC/FC-C-5/9169,https://kasaleng.com/,,,78.12,0.0,50.78,review_needed,
KASAL ENGINEERING SERVICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/9247,https://kasaleng.com/,,,78.12,0.0,50.78,review_needed,
KASTRUP OIL INTERNATIONAL LIMITED,Non Moveable Assets,NCEC/DA-C-5/7668,https://www.zoominfo.com/c/kastrup-oil-international-ltd/556858124,,,75.62,0.0,49.15,review_needed,
KATCHEY COMPANY LIMITED,Procurement and Supplies,NCEC/PS-C-5/8033,https://katchey.com/,,,75.0,0.0,48.75,review_needed,
KAY GLOBAL LIMITED,Consultancy Services,NCEC/CS-C-5/7364,https://kayglobal-limited.com/,kay@kay-global.com,+234 706 446 3195,89.21,78.0,85.29,auto_accept,
KAY GLOBAL LIMITED,Manufacturing and Related Services,NCEC/MS-C-5/7436,https://kayglobal-limited.com/,kay@kay-global.com,+234 706 446 3195,90.88,78.0,86.37,auto_accept,
KAY GLOBAL LIMITED,Non Moveable Assets,NCEC/DA-C-5/7197,https://kayglobal-limited.com/,kay@kay-global.com,+234 706 446 3195,84.21,78.0,82.04,auto_accept,
KAY GLOBAL LIMITED,Procurement and Supplies,NCEC/PS-C-5/7200,https://kayglobal-limited.com/,kay@kay-global.com,+234 706 446 3195,89.21,78.0,85.29,auto_accept,
KAY-WI LIMITED,Fabrication and Construction,NCEC/FC-C-5/5206,https://kaywi.com.ng/,info@kaywi.com.ng,+2348061615999,87.0,98.0,90.85,auto_accept,
KAZAMS ENGINEERING NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/4976,https://www.kazamseng.com/,,,93.33,0.0,60.66,auto_accept,
KEAQ NIGERIA LIMITED,Services and Support,NCEC/SS-C-5/7807,https://rocketreach.co/bakare-mohammed-email_106934778,,,77.5,0.0,50.38,review_needed,
KEDAFOC NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/8476,https://kedafocnigeria.com/contact-us/,info@kedafocnigeria.com,+234-809-333-1045,95.0,98.0,96.05,auto_accept,
KEGOZ OILSYSTEMS LIMITED,Services and Support,NCEC/SS-C-5/9056,https://rocketreach.co/kegoz-oilsystems-limited-profile_b7c7ecefc18fd845,,,64.62,0.0,42.0,review_needed,
KELAJ LIMITED,Consultancy Services,NCEC/CS-C-5/9279,https://kelajltd.com/about-us/,,,85.0,0.0,55.25,auto_accept,
KELAJ LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/9441,https://kelajltd.com/about-us/,,,85.0,0.0,55.25,auto_accept,
KEMAC ENTERPRISES LIMITED,Procurement and Supplies,NCEC/PS-C-5/8979,https://www.owler.com/company/kemacenterprises,,,66.0,0.0,42.9,review_needed,
KEMNOULLI NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/8456,http://kemnoulli.com/about-us/,info@kemnoulli.com,08033427302,100.0,97.0,98.95,auto_accept,
KEMTECH ENGINEERING SERVICES LIMITED,Non Moveable Assets,NCEC/DA-C-5/9331,https://www.kemtechengineering.com/,ciaran@kemtechengineering.com,001555123456789,74.17,76.0,74.81,review_needed,
KEMTY WELL SERVICES LIMITED,Services and Support,NCEC/SS-C-5/9575,https://kemtywellservices.com.ng/,info@kemtywellservices.com.ng,+234 708 493 7216,89.21,88.0,88.79,auto_accept,
KEMUD INTERNATIONAL LIMITED,Fabrication and Construction,NCEC/FC-C-5/5799,,,,0.0,0.0,0.0,no_match,
KEMXX NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/5441,https://kemxxgroup.com/?page_id=8913,info@kemxxgroup.com,08068105596,90.0,86.0,88.6,auto_accept,
KEN-NEXT VENTURES NIGERIA LIMITED,Fabrication and Construction,NCEC/FC-C-5/6495,https://ken-next.com/about-us/,,,72.5,10.0,50.62,review_needed,
KEN-NEXT VENTURES NIGERIA LIMITED,Consultancy Services,NCEC/CS-C-5/9375,https://ken-next.com/about-us/,,,72.5,10.0,50.62,review_needed,
KENCHEZ NIGERIA LIMITED,Non Moveable Assets,NCEC/DA-C-5/8960,http://kenchez.com/,info@kenchez.com,+234 803 747 0000 020 8455 9673,85.0,98.0,89.55,auto_accept,
KENNO-MENA LIMITED,Construction and Movable Equipment,NCEC/EC-C-5/7670,https://kennomena.com/,info@kennomena.com,+234) 803 340 5954,90.0,98.0,92.8,auto_accept,
KENOZI INTEGRATED LOGISTICES LIMITED,Procurement and Supplies,NCEC/PS-C-5/7803,https://kenozi.com.ng/about-us/,info@kenoziilltd.com,07060725120,52.61,67.0,57.65,no_match,
KENT GERMAN GLOBAL LIMITED,Quality Control Inspection and Testing,NCEC/QS-C-5/8151,https://kentgermanglobal.com.ng/,,,65.62,0.0,42.65,review_needed,
KENT GERMAN GLOBAL LIMITED,Services and Support,NCEC/SS-C-5/8317,https://kentgermanglobal.com.ng/,,,70.62,0.0,45.9,review_needed,
KENT HARRIS AND COMPANY LIMITED,Consultancy Services,NCEC/CS-C-5/8701,https://kentharrisltd.com/,info@kentharrisltd.com,+2348064244350,65.0,98.0,76.55,review_needed,
KENYON INTERNATIONAL WEST AFRICA COMPANY LIMITED,Services and Support,NCEC/SS-C-5/8394,https://www.kenyon-international.com/,,,95.0,0.0,61.75,auto_accept,
KESOVI LIMITED,Procurement and Supplies,NCEC/PS-C-5/7384,https://www.scamadviser.com/check-website/kesovi.com,,,65.45,0.0,42.54,review_needed,
